latitude	longitude	store_name	code	location	imei
33.7207	-116.21677	Indio	US	America/Los_Angeles	863033069630348933
27.85	112.9	Xiangtan	CN	Asia/Shanghai	8630330696303481214
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	359043379931766361
-16.25	-69.08333	Yunguyo	PE	America/Lima	3590433799317661511
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	8630330696303481404
29.65163	-82.32483	Gainesville	US	America/New_York	359043379931766338
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	359043379931766387
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303481289
41.91886	8.73812	Ajaccio	FR	Europe/Paris	3590433799317661974
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	8630330696303482055
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	8630330696303481032
42.16808	-88.42814	Huntley	US	America/Chicago	359043379931766759
50.073658	14.418540	Praha	CZ	Europe/Prague	3590433799317662162
43.67681	4.63031	Arles	FR	Europe/Paris	359043379931766486
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	359043379931766494
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	863033069630348586
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	3590433799317661487
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	8630330696303482196
10.22677	-67.33122	La Victoria	VE	America/Caracas	8630330696303481313
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	359043379931766346
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	8630330696303481164
41.54566	-71.29144	Middletown	US	America/New_York	8630330696303481909
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	3590433799317661255
23.1959	86.51499	Kenda	IN	Asia/Kolkata	863033069630348784
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	359043379931766304
34.5624	38.28402	Tadmur	SY	Asia/Damascus	8630330696303481156
10.22677	-67.33122	La Victoria	VE	America/Caracas	8630330696303481362
38.47917	-1.325	Jumilla	ES	Europe/Madrid	359043379931766254
40.72816	-74.07764	Jersey City	US	America/New_York	3590433799317662303
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	359043379931766338
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	3590433799317662071
53.49389	-1.29243	Mexborough	GB	Europe/London	8630330696303481040
36.33011	138.89585	Annaka	JP	Asia/Tokyo	8630330696303482345
48.35149	8.96317	Hechingen	DE	Europe/Berlin	3590433799317661503
50.71229	4.52529	Rixensart	BE	Europe/Brussels	3590433799317661230
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	8630330696303481628
31.12406	-97.90308	Copperas Cove	US	America/Chicago	3590433799317662196
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	8630330696303482337
16.0438	120.4861	Manaoag	PH	Asia/Manila	3590433799317661974
27.09978	-82.45426	Venice	US	America/New_York	3590433799317661024
33.52253	-117.70755	Laguna Niguel	US	America/Los_Angeles	8630330696303482394
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	8630330696303481370
30.81383	75.16878	Moga	IN	Asia/Kolkata	3590433799317661453
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	3590433799317661750
33.98154	-81.23621	Lexington	US	America/New_York	863033069630348065
-11.48472	-37.93278	Rio Real	BR	America/Bahia	3590433799317661750
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	8630330696303481396
35.61452	-88.81395	Jackson	US	America/Chicago	359043379931766213
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766452
28.98002	77.70636	Meerut	IN	Asia/Kolkata	8630330696303482279
46.32313	-0.45877	Niort	FR	Europe/Paris	3590433799317661883
41.27621	-72.86843	East Haven	US	America/New_York	8630330696303482121
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	3590433799317662295
6.46838	-73.26022	Socorro	CO	America/Bogota	359043379931766403
16.0438	120.4861	Manaoag	PH	Asia/Manila	359043379931766049
6.9909	79.883	Hendala	LK	Asia/Colombo	863033069630348909
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	863033069630348636
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	8630330696303481156
37.31309	40.74357	Mardin	TR	Europe/Istanbul	863033069630348875
32.57756	71.52847	Mianwali	PK	Asia/Karachi	359043379931766841
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	359043379931766221
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	8630330696303481693
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	3590433799317661156
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	8630330696303481156
31.76212	-95.63079	Palestine	US	America/Chicago	359043379931766924
31.84568	-102.36764	Odessa	US	America/Chicago	863033069630348032
14.62072	74.83554	Sirsi	IN	Asia/Kolkata	3590433799317661560
12.74482	4.52514	Argungu	NG	Africa/Lagos	8630330696303481016
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	3590433799317661354
40.72816	-74.07764	Jersey City	US	America/New_York	8630330696303481842
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	3590433799317662477
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	3590433799317661057
53.43333	-7.95	Athlone	IE	Europe/Dublin	3590433799317661768
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	8630330696303481578
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	8630330696303481420
47.76232	-122.2054	Bothell	US	America/Los_Angeles	863033069630348412
9.535	-13.68778	Camayenne	GN	Africa/Conakry	3590433799317661818
42.35843	-71.05977	Boston	US	America/New_York	359043379931766015
42.06166	-1.60452	Tudela	ES	Europe/Madrid	3590433799317661172
51.08468	7.11393	Burscheid	DE	Europe/Berlin	863033069630348503
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	359043379931766684
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	3590433799317661354
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	359043379931766197
36.82167	128.63083	Eisen	KR	Asia/Seoul	863033069630348073
5.90702	116.10146	Donggongon	MY	Asia/Kuching	8630330696303482352
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	863033069630348586
4.2475	9.00472	Idenao	CM	Africa/Douala	8630330696303481024
39.71734	-74.96933	Sicklerville	US	America/New_York	3590433799317661834
31.96258	73.97117	Naushahra Virkan	PK	Asia/Karachi	3590433799317662006
42	21.32778	Saraj	MK	Europe/Skopje	8630330696303481198
27.71809	-82.35176	Sun City Center	US	America/New_York	8630330696303481057
42.8334	-80.38297	Norfolk County	CA	America/Toronto	8630330696303482345
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	863033069630348644
22.83957	91.84128	Manikchari	BD	Asia/Dhaka	8630330696303482154
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	3590433799317661388
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	863033069630348636
-2.68333	33	Usagara	TZ	Africa/Dar_es_Salaam	3590433799317661883
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	8630330696303482071
54.39304	53.26023	Bavly	RU	Europe/Moscow	863033069630348677
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	8630330696303481982
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	8630330696303481560
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	359043379931766015
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	8630330696303481008
32.57756	71.52847	Mianwali	PK	Asia/Karachi	3590433799317661248
38.06084	-97.92977	Hutchinson	US	America/Chicago	863033069630348719
35.72917	10.58082	Msaken	TN	Africa/Tunis	8630330696303481156
43.32393	5.4584	Les Olives	FR	Europe/Paris	863033069630348354
25.75728	75.37991	Deoli	IN	Asia/Kolkata	863033069630348453
38.13708	41.00817	Silvan	TR	Europe/Istanbul	359043379931766635
59.80917	30.38167	Shushary	RU	Europe/Moscow	3590433799317661180
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	3590433799317662378
20.74122	-100.44843	Santa Rosa Jauregui	MX	America/Mexico_City	3590433799317661743
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	863033069630348453
34.09668	-117.71978	Claremont	US	America/Los_Angeles	863033069630348594
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	8630330696303481057
48.28259	9.72749	Ehingen	DE	Europe/Berlin	863033069630348560
34.25807	-88.70464	Tupelo	US	America/Chicago	3590433799317661313
55.82737	-4.0573	Viewpark	GB	Europe/London	3590433799317662212
55.82737	-4.0573	Viewpark	GB	Europe/London	863033069630348719
36.20389	127.08472	Nonsan	KR	Asia/Seoul	863033069630348578
52.31333	6.92917	Oldenzaal	NL	Europe/Amsterdam	8630330696303482089
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg	359043379931766312
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	3590433799317662352
34.4833	136.84186	Toba	JP	Asia/Tokyo	863033069630348784
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	863033069630348073
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	3590433799317661560
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	863033069630348339
41.09246	45.36561	Qazax	AZ	Asia/Baku	8630330696303481057
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	863033069630348628
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	8630330696303482139
38.07789	13.44275	Villabate	IT	Europe/Rome	3590433799317662410
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	359043379931766619
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	359043379931766825
40.94065	-73.99681	Dumont	US	America/New_York	3590433799317661701
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	3590433799317661966
20.74122	-100.44843	Santa Rosa Jauregui	MX	America/Mexico_City	863033069630348164
44.27804	-88.27205	Kaukauna	US	America/Chicago	863033069630348503
-11.48472	-37.93278	Rio Real	BR	America/Bahia	3590433799317661578
49.28669	1.00288	Elbeuf	FR	Europe/Paris	3590433799317661487
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	359043379931766346
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	8630330696303481198
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	8630330696303481107
23.9028	89.11943	Kushtia	BD	Asia/Dhaka	3590433799317662485
48.86667	2.08333	Marly-le-Roi	FR	Europe/Paris	863033069630348859
40.55851	17.80774	Mesagne	IT	Europe/Rome	359043379931766387
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	863033069630348016
27.09978	-82.45426	Venice	US	America/New_York	863033069630348313
37.13548	-3.67029	Las Gabias	ES	Europe/Madrid	8630330696303482303
52.66277	-2.01111	Great Wyrley	GB	Europe/London	8630330696303481495
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	3590433799317661263
30.16688	-96.39774	Brenham	US	America/Chicago	8630330696303482121
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	359043379931766965
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	8630330696303482386
48.06919	11.37703	Gauting	DE	Europe/Berlin	863033069630348370
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	8630330696303481164
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303482287
39.00622	-77.4286	Sterling	US	America/New_York	863033069630348768
10.12268	77.54372	Periyakulam	IN	Asia/Kolkata	863033069630348016
40.72586	8.55552	Sassari	IT	Europe/Rome	3590433799317661602
54.52156	9.5586	Schleswig	DE	Europe/Berlin	3590433799317661917
-8.43333	114.33333	Muncar	ID	Asia/Jakarta	3590433799317662345
51.65333	5.2875	Vught	NL	Europe/Amsterdam	8630330696303481891
7.6	4.18333	Olupona	NG	Africa/Lagos	8630330696303482378
57.14369	-2.09814	Aberdeen	GB	Europe/London	359043379931766247
55.82737	-4.0573	Viewpark	GB	Europe/London	359043379931766718
52.66277	-2.01111	Great Wyrley	GB	Europe/London	3590433799317661834
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	8630330696303482238
42.24113	-88.3162	Crystal Lake	US	America/Chicago	3590433799317661263
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	3590433799317661602
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	863033069630348313
53.49389	-1.29243	Mexborough	GB	Europe/London	863033069630348875
34.25	135.31667	Iwade	JP	Asia/Tokyo	863033069630348479
45.47885	133.42825	Lesozavodsk	RU	Asia/Vladivostok	3590433799317661826
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	8630330696303482402
46.23899	-63.13414	Charlottetown	CA	America/Halifax	863033069630348818
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	8630330696303482303
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	8630330696303482279
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	3590433799317662469
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	8630330696303482394
54.58048	16.86194	Ustka	PL	Europe/Warsaw	8630330696303481867
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	359043379931766932
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	8630330696303482089
38.06084	-97.92977	Hutchinson	US	America/Chicago	3590433799317662360
51.168	7.973	Finnentrop	DE	Europe/Berlin	3590433799317661644
25.67927	-80.31727	Kendall	US	America/New_York	359043379931766148
50.8	3.16667	Wevelgem	BE	Europe/Brussels	3590433799317661818
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	8630330696303481818
36.06523	-119.01677	Porterville	US	America/Los_Angeles	3590433799317662378
3.8801	-77.03116	Buenaventura	CO	America/Bogota	8630330696303482410
37.49223	15.07041	Catania	IT	Europe/Rome	359043379931766775
51.88333	8.51667	Verl	DE	Europe/Berlin	3590433799317661321
53.81667	-3.05	Blackpool	GB	Europe/London	3590433799317661453
40.72586	8.55552	Sassari	IT	Europe/Rome	863033069630348867
51.39148	-0.29825	Surbiton	GB	Europe/London	863033069630348875
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	863033069630348909
16.68911	98.50893	Myawadi	MM	Asia/Yangon	3590433799317661081
53.46506	-1.47217	Chapletown	GB	Europe/London	359043379931766502
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	8630330696303481420
11.86064	9.0027	Gaya	NG	Africa/Lagos	863033069630348917
49.13645	8.91229	Eppingen	DE	Europe/Berlin	8630330696303481784
23.18	88.58	Aistala	IN	Asia/Kolkata	3590433799317661479
21.28306	-89.66123	Progreso	MX	America/Merida	359043379931766734
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	863033069630348040
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	8630330696303481404
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	8630330696303481149
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	3590433799317661099
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	3590433799317661099
-10.91111	-37.07167	Aracaju	BR	America/Maceio	863033069630348958
51.12794	4.21372	Temse	BE	Europe/Brussels	863033069630348883
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	8630330696303481248
37.49223	15.07041	Catania	IT	Europe/Rome	3590433799317661610
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	3590433799317661966
6.8485	3.64633	Shagamu	NG	Africa/Lagos	8630330696303481693
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	8630330696303482170
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	359043379931766510
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	3590433799317662048
20.14298	-77.43532	Media Luna	CU	America/Havana	3590433799317661123
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	8630330696303481511
35.05266	-78.87836	Fayetteville	US	America/New_York	863033069630348503
21.34222	71.30633	Kundla	IN	Asia/Kolkata	8630330696303481560
42.52787	-70.92866	Peabody	US	America/New_York	359043379931766064
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	863033069630348990
44.80477	-0.59543	Talence	FR	Europe/Paris	8630330696303482444
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	359043379931766874
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	863033069630348180
18.87813	72.93924	Uran	IN	Asia/Kolkata	359043379931766148
-8.66667	-35.71667	Catende	BR	America/Recife	3590433799317662014
40.58654	-122.39168	Redding	US	America/Los_Angeles	8630330696303482253
31.12406	-97.90308	Copperas Cove	US	America/Chicago	8630330696303481602
42.58342	-71.8023	Fitchburg	US	America/New_York	3590433799317661727
48.8449	17.22635	Skalica	SK	Europe/Bratislava	8630330696303481503
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	3590433799317661172
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	863033069630348255
32.05971	34.8732	Ganei Tikva	IL	Asia/Jerusalem	3590433799317662253
50.75	2.25	Saint-Omer	FR	Europe/Paris	8630330696303481347
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	8630330696303482345
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	359043379931766759
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	8630330696303481289
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	863033069630348255
42.8334	-80.38297	Norfolk County	CA	America/Toronto	8630330696303481537
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	3590433799317661206
28.98002	77.70636	Meerut	IN	Asia/Kolkata	8630330696303482014
40.72586	8.55552	Sassari	IT	Europe/Rome	359043379931766700
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	3590433799317661578
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	3590433799317661859
35.89972	14.51472	Valletta	MT	Europe/Malta	8630330696303482337
32.5007	-94.74049	Longview	US	America/Chicago	8630330696303481412
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	8630330696303481099
36	139.55722	Okegawa	JP	Asia/Tokyo	3590433799317661297
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	3590433799317661958
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	863033069630348156
27.09978	-82.45426	Venice	US	America/New_York	863033069630348669
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	3590433799317661941
30.81383	75.16878	Moga	IN	Asia/Kolkata	8630330696303481909
19.32932	-98.1664	Contla	MX	America/Mexico_City	8630330696303481370
56.9083	60.8019	Beryozovsky	RU	Asia/Yekaterinburg	8630330696303481529
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	8630330696303481339
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	3590433799317661677
45.99194	29.41824	Artsyz	UA	Europe/Kyiv	8630330696303482253
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	8630330696303482386
39.09112	-94.41551	Independence	US	America/Chicago	863033069630348982
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	863033069630348982
51.65	-0.2	Barnet	GB	Europe/London	3590433799317662303
53.37596	51.3452	Otradnyy	RU	Europe/Samara	8630330696303482063
47.76232	-122.2054	Bothell	US	America/Los_Angeles	3590433799317661305
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	863033069630348347
59.37722	28.19028	Narva	EE	Europe/Tallinn	359043379931766734
35.88264	-80.08199	Thomasville	US	America/New_York	3590433799317661776
38.07789	13.44275	Villabate	IT	Europe/Rome	8630330696303481545
49.03685	8.70745	Bretten	DE	Europe/Berlin	3590433799317661990
42.28639	18.84	Budva	ME	Europe/Podgorica	359043379931766353
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	3590433799317661891
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	3590433799317661784
33.7207	-116.21677	Indio	US	America/Los_Angeles	3590433799317662287
14.95472	120.89694	Baliuag	PH	Asia/Manila	863033069630348362
14.0823	98.19151	Dawei	MM	Asia/Yangon	359043379931766957
34.14251	-118.25508	Glendale	US	America/Los_Angeles	863033069630348784
41.75338	-86.11084	Granger	US	America/Indiana/Indianapolis	8630330696303482436
21.34222	71.30633	Kundla	IN	Asia/Kolkata	3590433799317661164
51.39148	-0.29825	Surbiton	GB	Europe/London	359043379931766502
23.18	88.58	Aistala	IN	Asia/Kolkata	3590433799317661701
51.42708	-0.91979	Lower Earley	GB	Europe/London	359043379931766155
51.21187	4.25633	Beveren	BE	Europe/Brussels	8630330696303482220
43.50891	16.43915	Split	HR	Europe/Zagreb	359043379931766650
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	8630330696303481271
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	3590433799317661198
34.77453	-96.67834	Ada	US	America/Chicago	359043379931766734
32.57756	71.52847	Mianwali	PK	Asia/Karachi	8630330696303481859
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	359043379931766536
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	863033069630348982
54.90083	38.07083	Stupino	RU	Europe/Moscow	359043379931766304
40.87363	14.34085	Volla	IT	Europe/Rome	863033069630348727
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	863033069630348958
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	3590433799317661271
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	3590433799317661529
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	3590433799317662014
16.0567	103.65309	Roi Et	TH	Asia/Bangkok	359043379931766924
23.15678	-81.24441	Varadero	CU	America/Havana	8630330696303481636
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	359043379931766312
13.73417	-89.71472	Sonzacate	SV	America/El_Salvador	3590433799317661917
33.92866	-6.90656	Temara	MA	Africa/Casablanca	863033069630348263
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	8630330696303482287
51.64316	-0.36053	Bushey	GB	Europe/London	8630330696303482444
34.9	137.5	Shinshiro	JP	Asia/Tokyo	359043379931766478
21.59983	71.21169	Amreli	IN	Asia/Kolkata	863033069630348909
52.4089	31.3237	Dobrush	BY	Europe/Minsk	3590433799317662006
35.85	117.7	Dongdu	CN	Asia/Shanghai	8630330696303481933
27.09978	-82.45426	Venice	US	America/New_York	863033069630348115
22.98212	-80.58556	Corralillo	CU	America/Havana	8630330696303482386
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303481982
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	8630330696303481511
41.55815	-73.0515	Waterbury	US	America/New_York	359043379931766320
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	8630330696303481347
53.37596	51.3452	Otradnyy	RU	Europe/Samara	863033069630348172
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	3590433799317661750
36.24624	139.07204	Fujioka	JP	Asia/Tokyo	8630330696303481941
48.07667	8.64409	Trossingen	DE	Europe/Berlin	863033069630348826
27.09978	-82.45426	Venice	US	America/New_York	359043379931766114
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	3590433799317662030
40.56754	-89.64066	Pekin	US	America/Chicago	863033069630348503
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	863033069630348040
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	3590433799317661396
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	359043379931766130
49.68369	8.61839	Bensheim	DE	Europe/Berlin	8630330696303482337
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	359043379931766809
34.4833	136.84186	Toba	JP	Asia/Tokyo	359043379931766213
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	3590433799317661370
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan	359043379931766734
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	8630330696303482360
52.26083	7.00417	Losser	NL	Europe/Amsterdam	3590433799317661057
12.35275	121.06761	San Jose	PH	Asia/Manila	8630330696303481826
25.87498	86.59611	Saharsa	IN	Asia/Kolkata	359043379931766676
54.39635	24.04142	Alytus	LT	Europe/Vilnius	359043379931766346
43.2907	5.4384	Marseille 11	FR	Europe/Paris	3590433799317661263
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	863033069630348487
51.62907	-0.74934	High Wycombe	GB	Europe/London	863033069630348016
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	863033069630348735
42.16808	-88.42814	Huntley	US	America/Chicago	3590433799317661453
50.073658	14.418540	Praha	CZ	Europe/Prague	8630330696303481925
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	863033069630348594
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	3590433799317661446
17.30858	97.01124	Kyaikto	MM	Asia/Yangon	359043379931766569
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	3590433799317661016
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	3590433799317661081
33.76446	-117.79394	North Tustin	US	America/Los_Angeles	3590433799317662352
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	8630330696303482113
6.45407	3.39467	Lagos	NG	Africa/Lagos	8630330696303481065
-11.48472	-37.93278	Rio Real	BR	America/Bahia	3590433799317661271
34.06635	-84.67837	Acworth	US	America/New_York	3590433799317661867
53.37596	51.3452	Otradnyy	RU	Europe/Samara	8630330696303482410
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	863033069630348297
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	3590433799317661990
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	863033069630348545
43.54072	-116.56346	Nampa	US	America/Boise	3590433799317662139
49.13645	8.91229	Eppingen	DE	Europe/Berlin	3590433799317662147
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	3590433799317661651
38.54491	-121.74052	Davis	US	America/Los_Angeles	3590433799317661099
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	359043379931766304
24.05979	77.40858	Leteri	IN	Asia/Kolkata	359043379931766668
41.14676	-73.49484	New Canaan	US	America/New_York	8630330696303481677
38.96372	-76.99081	Chillum	US	America/New_York	359043379931766965
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	8630330696303482071
-7.54972	110.71639	Ngemplak	ID	Asia/Jakarta	8630330696303482147
48.35149	8.96317	Hechingen	DE	Europe/Berlin	863033069630348644
49.88307	-119.48568	Kelowna	CA	America/Vancouver	359043379931766346
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	3590433799317662386
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	3590433799317662212
6.8485	3.64633	Shagamu	NG	Africa/Lagos	863033069630348404
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	3590433799317661727
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	3590433799317661610
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	359043379931766163
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	8630330696303481099
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	8630330696303481198
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	863033069630348131
48.21644	9.02596	Albstadt	DE	Europe/Berlin	359043379931766726
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	3590433799317661479
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	863033069630348495
26.2649	81.54855	Jais	IN	Asia/Kolkata	863033069630348834
26.68451	-80.66756	Belle Glade	US	America/New_York	8630330696303482063
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	8630330696303482089
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	8630330696303481420
31.96258	73.97117	Naushahra Virkan	PK	Asia/Karachi	8630330696303482204
29.84576	-90.10674	Estelle	US	America/Chicago	359043379931766148
