ts	imei	mwra	p.android.documentsui	p.android.packageinstaller	p.android.chrome	p.android.gm	p.android.settings	p.system	p.android.externalstorage	p.browser.provider	p.katana	p.android.gms	p.dogalize	p.notifier	p.android.vending	p.olauncher	p.inputmethod.latin	p.gms.persistent	p.google	p.android.defcontainer	p.simulator	p.process.gapps
2018-05-08 02:57:00	3590433799317662162	1.00000	8.31534	14.02415	9.81005	15.62027	9.05681	8.59645	12.12243	40.43532	37.41937	41.75024	52.72375	24.14130	54.29340	20.55120	93.67775	62.28099	98.84274	61.11652	34.40425	94.82812
2018-05-08 02:58:00	8630330696303482147	1.00000	5.51315	8.31692	12.97706	15.51939	6.33665	6.38028	16.50293	39.85970	53.36340	42.42593	37.93022	90.72928	19.69048	33.61091	63.92348	80.78489	70.08338	33.45506	4.84166	47.29010
2018-05-08 02:59:00	8630330696303481701	1.00000	9.75770	11.96556	10.25804	11.97264	12.24942	7.49948	10.54596	49.01166	58.32834	33.24083	37.24592	92.17438	24.51372	77.77247	39.71567	50.17625	58.22928	77.72319	97.60268	45.83290
2018-05-08 03:00:00	863033069630348768	1.00000	13.59470	14.06324	14.24003	8.59743	13.00992	13.76241	9.85208	42.90323	48.46587	54.45229	54.02231	86.62861	51.79285	24.35357	65.17527	82.11782	42.48337	55.79052	4.95776	30.95989
2018-05-08 03:01:00	8630330696303482386	1.00000	8.22365	8.58139	12.46133	13.13859	7.45676	9.94603	15.67361	69.75242	78.51084	50.89092	55.55230	68.37642	2.65555	34.35810	96.17344	47.58052	58.13876	40.43567	40.59072	2.75798
2018-05-08 03:02:00	8630330696303482030	0.00000	13.75161	13.65155	9.45751	9.33623	18.13957	15.26167	10.23880	60.87238	33.23229	45.30679	22.78996	69.19485	50.52421	15.80420	59.90187	36.58983	93.88040	24.30749	9.03464	55.23246
2018-05-08 03:03:00	8630330696303482311	0.00000	13.41048	12.33589	10.35414	9.04124	11.17744	13.89693	6.97069	61.23688	64.72849	47.08538	63.41296	44.30322	15.12983	24.46030	14.88074	93.13845	40.16967	12.72640	71.58917	74.66990
2018-05-08 03:04:00	863033069630348511	1.00000	7.66643	12.94980	6.18075	13.27451	19.09980	14.09416	8.17592	31.51431	63.39040	48.33576	51.45772	23.70205	41.67453	18.88549	31.53940	47.57814	29.85974	3.79109	49.49905	43.78837
2018-05-08 03:05:00	8630330696303481545	0.00000	12.05230	12.34875	8.89543	7.00281	15.43969	15.67904	10.64438	38.40893	35.97203	47.58808	56.10194	35.32558	56.30773	80.32737	73.45542	45.56265	6.69263	8.30713	87.98107	71.96181
2018-05-08 03:06:00	359043379931766916	0.00000	10.99697	12.49550	11.50264	9.97749	11.68160	12.90034	8.51870	45.38657	68.13981	27.12310	41.14304	7.15754	70.62190	42.23379	32.25256	76.24130	93.72383	80.64899	0.27350	3.21213
2018-05-08 03:07:00	3590433799317661834	1.00000	9.93947	12.64862	9.91992	12.47655	8.64341	9.23224	12.61744	38.13857	46.04020	29.70705	32.89949	73.72316	29.88247	17.41685	56.30482	88.54918	34.76136	83.63225	88.45337	42.46747
2018-05-08 03:08:00	3590433799317662337	1.00000	5.01084	11.76763	12.38357	14.68277	11.42609	8.21807	10.56520	54.65517	76.32257	44.59629	59.42223	87.36351	85.00082	98.85320	79.32841	32.91598	2.86866	3.07370	38.36775	22.17350
2018-05-08 03:09:00	3590433799317661065	0.00000	8.74469	14.65678	11.95219	14.36899	13.45336	11.49634	7.62810	69.53370	47.12053	37.75968	17.58779	53.50819	24.54191	68.05023	68.60064	53.32409	65.62033	18.69108	20.33599	8.11987
2018-05-08 03:10:00	3590433799317661826	1.00000	10.97635	13.37113	7.12318	12.16025	8.78470	6.61506	13.30998	60.81640	52.38449	41.05870	35.93836	86.39300	69.29686	48.38930	75.78925	12.87574	23.72132	31.35448	82.45557	11.44724
2018-05-08 03:11:00	8630330696303481255	1.00000	9.87872	11.32479	7.85250	16.48081	5.99933	3.40251	16.35571	38.72503	59.20289	58.80722	37.30213	56.42250	29.24244	18.15657	89.07430	99.43162	35.51286	29.30081	44.57357	72.09693
2018-05-08 03:12:00	3590433799317661065	1.00000	7.86546	18.22533	8.41837	13.18604	9.51975	11.49775	11.38792	52.31755	49.96506	40.50549	56.28133	49.99902	27.84023	33.83226	50.90996	52.18224	51.11163	58.51459	62.02068	33.51673
2018-05-08 03:13:00	359043379931766619	0.00000	11.69273	11.52472	9.03185	12.15419	13.11080	6.44257	9.95049	79.18651	53.06262	35.66498	43.56604	69.74412	50.48669	72.37284	92.21164	4.56804	31.34008	35.92634	48.69503	92.71103
2018-05-08 03:14:00	8630330696303481529	1.00000	11.78801	12.85025	9.39404	12.92521	12.53450	12.39251	11.28192	44.56045	43.89249	55.54875	65.46045	67.82998	16.28601	52.24423	12.80060	6.70847	43.64539	18.78011	14.08052	10.77013
2018-05-08 03:15:00	8630330696303481362	1.00000	8.38614	11.00121	8.72217	12.59829	13.90038	12.55885	7.12857	61.00260	76.41665	31.52796	38.06893	78.03462	18.20059	92.93194	83.69038	80.96865	20.97265	90.94570	36.61879	28.05344
2018-05-08 03:16:00	3590433799317661891	1.00000	9.32759	14.35756	11.15012	12.39624	13.22544	12.58634	9.55078	72.57973	61.83848	29.83719	49.64462	97.00575	40.14736	89.98623	46.29475	17.98520	4.89034	72.49976	90.66468	37.46123
2018-05-08 03:17:00	359043379931766551	0.00000	15.70225	19.18964	12.20045	7.94482	11.01762	16.71423	10.13503	40.57874	63.74559	71.04496	67.79640	33.36203	8.99801	98.41176	30.46220	79.73107	24.39388	26.42066	16.38210	59.57452
2018-05-08 03:18:00	863033069630348222	0.00000	10.62204	9.41688	9.60411	8.66858	12.12406	13.41123	7.45924	30.59289	63.99855	30.53154	57.10786	44.73690	2.31095	98.14956	99.45609	94.76995	28.92598	15.95095	81.39065	6.30126
2018-05-08 03:19:00	3590433799317661248	1.00000	8.14425	12.93572	9.14356	12.15978	10.40018	10.95453	10.90064	62.18725	60.21985	54.33920	40.57595	83.63985	90.69745	50.38363	54.51519	64.92457	24.48761	77.01617	42.90956	7.74535
2018-05-08 03:20:00	3590433799317661958	1.00000	10.93931	12.63642	7.95680	15.06701	8.06218	10.75216	14.81273	62.77732	74.93072	42.55288	59.68668	47.73680	6.69255	60.90937	98.34048	93.20273	78.93515	27.37131	42.22643	3.98182
2018-05-08 03:21:00	3590433799317661560	0.00000	13.62458	12.76286	6.07927	8.65968	12.31524	11.58673	8.57470	38.59967	37.45475	26.53688	48.84822	45.34104	46.07131	55.11437	7.29494	0.90842	91.48661	69.40867	38.02429	20.49662
2018-05-08 03:22:00	3590433799317661297	0.00000	13.80426	14.65699	8.85722	6.98673	12.53178	11.53998	9.61990	56.49983	55.19557	41.93949	49.08632	28.95428	18.63301	33.95742	96.05183	34.02263	84.82396	18.00694	96.93205	57.28813
2018-05-08 03:23:00	3590433799317662162	1.00000	11.20398	12.81316	10.39349	13.49185	10.91369	11.86473	11.29130	44.35430	68.74333	55.92493	32.96594	65.35959	59.90401	27.98598	39.24795	32.00701	22.87566	53.97827	56.75258	32.99724
2018-05-08 03:24:00	863033069630348982	1.00000	8.85092	11.89013	6.35912	13.51362	7.52701	6.32976	12.32099	48.33441	66.25464	31.18622	45.80470	9.63799	17.40222	91.73490	70.73972	64.08392	61.24193	75.35851	75.12003	6.14457
2018-05-08 03:25:00	863033069630348891	0.00000	11.74822	15.06556	8.63910	9.13348	14.85082	12.50768	11.29995	80.12561	43.25303	26.20329	41.31776	76.78985	36.45851	25.91768	74.56179	44.33680	74.08231	71.41968	30.97649	20.84407
2018-05-08 03:26:00	359043379931766718	0.00000	14.30411	9.74288	9.13640	11.09949	10.54904	12.88769	6.23572	63.53894	58.35421	49.39148	42.02002	85.20535	38.69039	46.23248	64.07842	58.74443	79.63995	18.49435	71.45723	50.79708
2018-05-08 03:27:00	359043379931766213	1.00000	7.83116	12.80011	9.73987	13.47829	9.46837	11.62912	6.87794	59.96139	75.25023	53.01501	38.31665	84.19645	27.84691	54.59887	28.48128	90.11398	10.58861	3.81163	48.23948	91.24521
2018-05-08 03:28:00	8630330696303481602	1.00000	10.06567	14.24540	10.59853	11.36673	11.23022	12.36983	7.00640	57.07805	63.99232	50.22535	53.24183	34.72933	25.72242	35.88320	13.63785	12.60382	1.64320	96.43195	76.10040	41.87476
2018-05-08 03:29:00	3590433799317661016	1.00000	8.54071	13.73079	11.11628	13.17727	12.27241	14.23829	10.38997	14.80440	61.70921	48.60821	50.37789	68.60227	43.69330	4.84827	89.76616	12.70442	57.56786	34.74634	9.13616	53.32832
2018-05-08 03:30:00	3590433799317662246	0.00000	10.67013	11.67142	12.88291	6.28561	13.19404	13.81213	9.01590	24.24296	41.29494	48.40420	40.47533	35.27558	52.54418	33.29536	68.50968	18.76363	99.34932	29.95248	80.42085	7.03931
2018-05-08 03:31:00	863033069630348362	1.00000	8.67416	13.22153	8.47211	12.25440	11.83691	15.28432	8.99855	42.24836	57.64556	49.72102	44.03873	42.55889	42.98303	21.00038	57.52696	94.05706	89.12749	6.06689	32.90740	99.89323
2018-05-08 03:32:00	8630330696303482188	0.00000	11.14146	12.66688	11.33678	8.50714	15.68152	10.60868	8.93125	28.60139	41.37279	58.40381	50.25123	25.56734	97.14527	15.67785	31.33068	95.19292	26.49919	11.09668	35.13990	80.49068
2018-05-08 03:33:00	8630330696303481560	0.00000	9.54070	9.42614	9.44771	7.39395	14.12409	13.87040	4.19637	55.96167	75.54415	49.44836	40.51195	48.02583	66.82646	30.60562	38.56986	6.07669	93.02875	39.42912	95.52280	67.64791
2018-05-08 03:34:00	3590433799317661511	0.00000	12.65306	14.19963	9.90536	7.85516	13.29499	13.73552	10.28276	35.99324	65.96470	45.51074	36.25427	70.72617	63.46186	35.23113	67.09142	87.33209	65.14734	63.84914	86.12541	70.57789
2018-05-08 03:35:00	8630330696303482212	1.00000	12.02652	14.68922	7.95326	10.94338	13.62473	13.45633	10.09543	47.10833	60.58174	60.16353	53.99956	16.08073	47.61366	0.85305	4.01118	23.85956	89.40393	79.95626	97.54034	52.82751
2018-05-08 03:36:00	359043379931766726	1.00000	9.03854	8.94684	11.49446	16.25428	6.91778	5.77153	16.53352	40.26241	41.68189	51.54778	36.63803	86.81571	79.26975	46.20360	59.91671	51.78569	28.49215	87.33750	1.34381	0.64269
2018-05-08 03:37:00	863033069630348180	0.00000	14.42832	13.58394	15.05751	10.54305	15.30510	10.21396	11.36821	37.82025	44.22050	38.28815	61.80586	10.39877	51.97160	75.41923	71.19693	93.43603	95.81408	43.40080	12.04664	27.08294
2018-05-08 03:38:00	3590433799317661933	0.00000	14.89907	16.16811	12.12817	11.80653	10.71631	11.42185	12.61830	53.05143	76.09759	46.31479	32.56749	89.63118	8.17484	89.66197	10.00719	46.99342	3.46371	47.89168	76.47245	70.14012
2018-05-08 03:39:00	863033069630348867	1.00000	9.43451	12.34748	9.87510	14.54156	7.66273	10.27155	13.44131	62.75872	45.03706	64.81873	38.45223	41.29397	27.40038	1.56553	2.37939	68.24406	19.82842	18.03851	83.39345	81.17199
2018-05-08 03:40:00	3590433799317661289	1.00000	9.30484	12.23875	7.91929	12.81759	12.24363	12.04535	9.56316	54.12945	63.78429	70.64052	47.43389	83.99375	5.43006	68.89231	35.85306	87.63251	80.05122	10.35132	92.42272	81.97405
2018-05-08 03:41:00	8630330696303481784	0.00000	14.56516	13.05120	15.57101	10.24640	12.66844	12.00392	11.09161	63.10025	34.18232	16.30376	17.74554	71.60414	95.61241	26.87449	29.91403	38.40598	65.51250	97.60588	74.85369	66.93847
2018-05-08 03:42:00	8630330696303481339	0.00000	8.10208	7.41995	10.29392	11.06412	12.58400	13.77580	3.58764	64.40255	63.21424	60.91034	27.62242	90.73337	45.29441	57.69301	73.74392	57.72223	46.93392	26.15498	45.69707	1.10490
2018-05-08 03:43:00	3590433799317662329	1.00000	5.86903	11.12530	14.48844	12.54350	8.81708	11.18404	13.63310	68.16190	80.62687	53.92033	43.96030	18.86590	78.45271	96.08059	39.30228	82.74015	72.10639	51.34134	3.89913	17.41938
2018-05-08 03:44:00	359043379931766916	0.00000	11.80148	13.90646	14.12733	7.36233	13.96733	12.27173	10.28254	42.34448	53.06304	42.54925	44.04988	45.28840	57.92186	89.76947	54.82581	96.09343	29.60701	14.80410	93.20847	95.23478
2018-05-08 03:45:00	3590433799317661479	1.00000	9.02721	8.97467	8.74156	13.26493	14.21892	12.62644	8.99111	41.44359	34.96111	31.72281	53.27665	58.79251	5.63481	4.59231	32.55389	6.48580	52.27643	19.09422	71.75023	13.69738
2018-05-08 03:46:00	863033069630348537	1.00000	9.61365	13.40952	9.94085	15.38825	7.86282	7.47882	15.13985	84.19241	50.46943	56.15888	47.16743	58.11715	82.09990	4.13804	19.99509	26.76459	57.06019	49.44762	56.39679	55.30134
2018-05-08 03:47:00	863033069630348446	1.00000	11.36832	12.43726	5.99237	13.28081	5.70725	11.32817	15.09729	50.74927	53.50440	83.42116	51.11419	72.15921	30.33856	40.86108	72.77873	81.50600	70.90963	15.19404	57.61208	88.66398
2018-05-08 03:48:00	863033069630348156	0.00000	11.98077	8.62712	17.18918	12.26981	12.74487	7.58327	10.94225	84.00954	49.87535	30.70828	74.72516	67.52670	52.39692	70.38870	76.90321	66.35336	0.55310	40.78518	92.12386	27.39979
2018-05-08 03:49:00	863033069630348131	1.00000	10.32683	10.09550	10.09984	12.92029	10.21301	4.03335	14.53743	58.86241	63.13075	51.62431	40.60228	81.03246	26.77996	92.45309	1.90014	88.47826	31.44257	27.50693	2.15384	29.70275
2018-05-08 03:50:00	863033069630348529	0.00000	9.00324	13.65389	4.84972	7.33542	13.15339	13.64692	9.98250	75.98756	19.92824	61.02991	37.36607	17.34700	99.63991	29.19671	65.05286	12.98158	23.91165	67.28240	51.20361	25.24203
2018-05-08 03:51:00	8630330696303481198	1.00000	7.43006	11.27694	9.00639	12.68498	11.71458	13.53154	8.05338	57.00460	52.51620	63.95634	36.00219	53.72025	26.50448	65.86700	91.77130	76.14034	67.87671	50.46895	46.08791	20.25939
2018-05-08 03:52:00	8630330696303481248	1.00000	9.82796	14.34755	9.94443	14.00564	10.20019	10.82465	7.73002	53.18983	85.52578	42.96511	47.10911	37.48229	45.85012	98.67904	3.12450	21.71719	42.97680	5.62653	18.40934	70.03306
2018-05-08 03:53:00	3590433799317661099	1.00000	10.14885	12.78187	6.34330	12.46427	9.22671	5.86302	12.71145	41.94217	66.14222	41.57819	40.32727	36.84616	21.69027	59.75519	6.44932	96.17256	95.28447	30.84802	34.19541	34.49593
2018-05-08 03:54:00	359043379931766668	1.00000	12.39525	13.29082	9.90010	11.91022	6.73679	10.95185	11.57735	50.66943	51.63633	51.04887	43.36051	56.86877	76.05239	3.24678	18.71307	32.95921	87.05379	38.75980	76.21816	61.51021
2018-05-08 03:55:00	359043379931766452	1.00000	9.51185	16.90960	9.93304	13.33150	13.09829	11.99857	9.28026	44.33503	76.94934	62.22604	41.99126	47.55412	43.71989	12.52077	35.35193	66.95407	64.26151	59.96764	69.39996	2.78398
2018-05-08 03:56:00	3590433799317661776	1.00000	9.98984	10.75814	6.42994	10.57514	6.42853	6.03880	14.04395	42.10239	69.24713	34.45871	43.24021	37.35386	37.43121	94.27774	11.67285	57.49218	17.57264	86.97498	58.02027	2.01748
2018-05-08 03:57:00	3590433799317662022	1.00000	10.76825	12.79284	8.59174	14.31485	10.87158	8.58103	11.23719	44.07837	22.84878	46.66521	38.77232	33.24869	62.63388	54.07453	44.06223	20.55434	85.29770	36.59202	72.55740	8.76392
2018-05-08 03:58:00	863033069630348537	1.00000	6.02939	11.74525	11.79297	16.12878	7.50057	10.97544	14.92856	55.02568	50.95055	65.58789	46.78026	9.72210	93.68278	3.18624	49.32395	88.74830	44.01840	84.34275	54.43010	38.35566
2018-05-08 03:59:00	8630330696303482394	0.00000	9.40365	11.17503	10.46228	14.17202	7.53808	11.05414	9.89068	71.76451	47.62572	53.17681	26.59257	63.27738	21.93413	4.54736	54.23010	42.95964	78.06138	11.19450	28.48743	62.13825
2018-05-08 04:00:00	359043379931766155	1.00000	8.73620	13.40810	12.14043	13.64567	15.58672	11.70698	7.50890	63.60362	49.92694	55.81394	38.56795	57.39367	14.35780	98.22600	1.35322	7.33325	65.57440	36.01384	6.53914	68.12538
2018-05-08 04:01:00	3590433799317661065	0.00000	10.73724	9.08539	5.70547	9.80895	15.17863	12.35777	8.78870	46.22818	40.56579	35.15148	46.39996	15.30651	12.75903	21.74016	37.07379	14.06625	75.90955	37.81708	71.14551	78.53310
2018-05-08 04:02:00	8630330696303482105	1.00000	6.76680	10.89795	10.71592	12.93978	12.18479	12.89438	8.60967	49.56043	50.86367	46.32570	32.10121	69.06726	88.11383	29.35707	74.53297	89.57512	41.76988	58.22948	58.59619	57.40385
2018-05-08 04:03:00	3590433799317662113	1.00000	6.95519	12.25564	10.77905	16.01727	9.06111	7.27838	12.57401	65.23329	41.96400	63.30796	51.15427	6.64326	14.57118	48.39846	34.23507	22.73537	25.91392	23.51594	37.23897	16.78704
2018-05-08 04:04:00	8630330696303481685	1.00000	10.73491	11.74630	7.20083	11.50941	9.39551	5.66430	12.29664	54.12859	78.46620	58.29727	42.94003	79.50914	75.76761	91.19642	78.72042	53.34772	47.71771	36.98331	96.40540	27.79162
2018-05-08 04:05:00	3590433799317662196	1.00000	4.75458	9.67668	10.19581	15.71731	6.23518	7.18133	15.96403	57.52113	72.25541	52.12467	43.94095	21.53501	22.63558	86.90259	61.09006	85.68841	93.46025	56.21471	20.11992	77.62322
2018-05-08 04:06:00	359043379931766908	1.00000	10.21158	15.16716	7.08018	13.12892	13.68271	13.84261	9.74446	61.67555	66.71379	50.05853	51.25179	47.23977	15.82248	14.45060	12.33723	4.13395	84.77865	36.60962	16.55819	7.04829
2018-05-08 04:07:00	359043379931766486	1.00000	7.41716	13.02792	6.96713	14.65659	12.56476	11.97080	8.50002	44.72129	34.30505	76.07722	60.17259	93.44768	51.88960	36.16575	58.23331	41.37301	8.34686	12.17527	67.92655	22.32507
2018-05-08 04:08:00	3590433799317662477	1.00000	5.31586	11.65135	11.98833	10.84284	8.61166	11.48953	11.73956	71.69591	80.90652	46.44104	38.66274	63.84176	36.92772	29.62920	25.86295	6.37451	77.96635	55.17935	78.21010	75.18703
2018-05-08 04:09:00	863033069630348040	0.00000	12.68289	10.19339	6.70498	8.79765	14.56600	13.02346	10.04851	43.72748	59.67870	38.50022	43.17463	3.51902	78.25306	29.63881	55.80428	17.26275	8.08771	27.85059	69.46459	65.63439
2018-05-08 04:10:00	8630330696303481768	1.00000	10.16120	11.78746	11.47926	12.28363	9.96987	9.18235	12.22586	67.06828	60.24332	60.04579	21.69557	20.05948	81.57559	40.62697	53.68795	9.92931	57.02929	8.95852	83.04987	57.33630
2018-05-08 04:11:00	359043379931766577	0.00000	13.89938	14.30858	7.92053	9.28039	12.46631	12.47830	8.99510	55.46298	44.44311	54.44216	34.87031	54.41675	22.40729	93.06438	51.85212	98.73057	73.18815	55.02088	27.66318	72.22453
2018-05-08 04:12:00	863033069630348388	0.00000	17.26013	12.04379	8.72142	11.27400	7.37559	8.70614	5.17473	65.28134	31.98995	45.93075	27.28594	64.96605	90.21600	42.41633	38.10248	91.45198	59.47939	97.68536	39.84978	53.37309
2018-05-08 04:13:00	3590433799317661602	1.00000	6.68003	13.61614	10.03728	13.84915	9.13568	9.80544	13.92810	41.54430	30.18358	57.91269	23.89235	47.23201	67.34688	36.94551	45.19084	97.34641	8.78327	96.88341	28.68928	72.38957
2018-05-08 04:14:00	3590433799317661016	1.00000	13.64044	16.08948	12.55706	8.36783	9.84382	13.40240	12.41025	45.72732	41.84472	58.33891	41.33045	14.00827	98.96356	57.53754	41.20315	1.94016	22.48602	24.52645	25.55383	72.17278
2018-05-08 04:15:00	3590433799317662030	0.00000	12.98674	12.68435	7.92499	9.91932	13.29810	15.74163	8.42613	75.07481	35.70467	45.74277	62.94790	83.67384	24.40895	0.69935	81.78084	82.40915	29.37483	66.17519	84.86964	76.34992
2018-05-08 04:16:00	3590433799317661784	0.00000	14.87447	12.94281	9.12057	9.61925	10.20938	8.76812	9.26751	46.07937	53.15576	72.07078	59.21392	77.71841	21.72320	71.07125	51.06023	23.45623	89.75158	17.15136	60.18331	5.27389
2018-05-08 04:17:00	863033069630348305	0.00000	14.78663	11.40332	14.26317	6.89815	16.17209	13.32821	5.67122	66.00150	45.36765	40.89499	43.96785	12.77419	24.91340	66.77351	39.68411	17.22434	60.30041	93.78541	12.53470	13.22802
2018-05-08 04:18:00	3590433799317661578	1.00000	8.29764	11.62292	9.13417	12.88392	12.65151	13.93443	11.05030	51.18475	65.14751	49.17556	48.05341	51.30414	16.45660	66.44135	0.36866	3.06990	45.37278	67.44859	43.91799	81.66102
2018-05-08 04:19:00	8630330696303481487	0.00000	12.55721	10.98943	8.98944	11.37175	11.23707	13.94505	5.98686	49.67187	51.61621	31.71016	61.45693	51.38650	1.40861	32.48721	48.87184	2.44029	29.81130	13.15450	69.76892	28.75603
2018-05-08 04:20:00	8630330696303481602	1.00000	6.01103	11.94839	10.92007	13.33618	8.14418	9.47744	13.45730	51.75430	64.48853	47.83105	37.50044	68.72082	9.66526	75.28377	17.06269	75.19884	57.63458	75.96796	6.88308	89.75409
2018-05-08 04:21:00	863033069630348123	1.00000	8.45635	12.06743	4.64668	12.35821	12.50357	12.97327	8.75719	43.64744	28.36544	13.94943	48.29995	17.25871	86.36541	17.33723	40.09147	43.16176	56.50003	25.45909	99.01766	0.37746
2018-05-08 04:22:00	863033069630348636	1.00000	5.81257	11.41441	9.29069	13.36821	13.65084	14.48323	10.15825	56.61834	64.92000	44.68227	25.22973	81.62237	71.89055	91.72588	16.26916	24.13851	8.85537	0.69526	99.35406	32.23108
2018-05-08 04:23:00	8630330696303482451	1.00000	5.53184	13.11649	10.61891	14.14459	16.21519	12.63733	6.94199	53.64884	69.39114	65.41983	58.86033	98.68448	8.61529	61.32969	62.85830	82.67679	28.62398	91.28183	88.75850	75.72759
2018-05-08 04:24:00	8630330696303482212	1.00000	9.25939	9.98894	6.90561	10.64307	13.36434	13.90530	8.38554	46.48343	58.55377	52.10661	59.76868	29.18946	61.60240	13.93757	31.55791	18.60851	83.84476	3.30947	49.73173	85.00319
2018-05-08 04:25:00	3590433799317661040	1.00000	12.41460	15.58479	5.31705	11.96206	7.90268	9.88554	14.07723	19.61346	56.70469	73.68225	38.90197	13.11255	86.71504	89.76492	27.67034	97.14946	72.87217	74.63069	12.83930	51.39726
2018-05-08 04:26:00	3590433799317661875	1.00000	9.64089	13.88795	7.76360	10.58443	8.68125	9.42886	12.13148	53.18762	44.22703	51.31341	52.48563	59.10610	37.03185	10.86319	72.71748	96.25073	66.31859	98.21564	72.20824	41.24369
2018-05-08 04:27:00	8630330696303481636	1.00000	8.20531	11.76290	6.92534	12.37983	13.59635	16.10048	9.83545	65.85354	76.99877	63.95090	77.12329	80.54351	93.29356	36.69969	7.14886	3.67480	11.53730	99.09925	35.60806	84.07823
2018-05-08 04:28:00	8630330696303481610	0.00000	13.94941	15.53360	10.70930	9.09129	11.67210	11.53599	9.37519	52.64430	56.14829	49.82255	54.69279	92.63562	39.59036	31.09889	84.71554	32.14211	14.53891	44.15556	16.35756	21.58942
2018-05-08 04:29:00	3590433799317661453	1.00000	7.63193	10.44706	10.06888	12.35465	7.33671	11.20423	15.32637	61.62962	49.63085	75.08368	35.94878	19.38014	97.62367	63.66868	16.61433	37.35715	63.81252	83.28595	81.85468	52.03149
2018-05-08 04:30:00	8630330696303481537	0.00000	11.91022	13.54048	10.80800	13.57357	8.65801	10.20896	15.65004	49.40506	38.41279	44.78101	37.62056	68.79971	31.94055	97.87589	50.59153	40.96633	48.64235	11.39701	95.52281	31.73178
2018-05-08 04:31:00	359043379931766577	1.00000	13.77179	12.15636	13.81884	10.38298	12.21599	12.39212	9.26901	25.46369	40.80649	32.80787	55.34998	84.19204	3.44155	30.17397	24.65223	33.88594	25.93849	51.34797	23.62682	42.06099
2018-05-08 04:32:00	8630330696303481271	0.00000	9.79308	12.59124	12.29628	16.66582	9.66144	9.47307	13.08106	41.66360	49.94575	50.82588	41.05377	7.60136	2.21605	79.78019	25.77428	85.69875	34.54637	80.63966	58.45392	70.39211
2018-05-08 04:33:00	8630330696303481552	1.00000	10.35344	13.17790	5.77640	12.60578	10.27746	14.18680	9.33398	53.21890	48.22632	52.94087	48.09938	29.52549	40.36608	44.98017	24.56463	11.08178	31.82469	35.37125	54.96339	92.18586
2018-05-08 04:34:00	3590433799317662113	0.00000	13.03502	8.63744	10.23185	8.66521	13.01659	11.83614	9.36675	46.56378	54.47063	49.31186	42.92080	39.11190	90.48011	96.03325	62.55985	67.26023	40.15118	93.69290	81.18849	90.04105
2018-05-08 04:35:00	359043379931766999	1.00000	14.89364	15.62601	7.87122	10.40375	12.22887	12.88860	10.58719	57.19629	41.62052	30.80281	53.24507	78.30775	60.28294	82.01645	66.85312	51.55879	94.56797	21.71604	24.16196	63.93284
2018-05-08 04:36:00	8630330696303481784	1.00000	7.68007	9.68635	8.34189	11.73924	14.76141	14.38819	9.08566	69.65848	40.76498	55.25012	40.39579	21.86719	1.14551	31.85068	37.16226	47.23299	18.45440	74.96688	44.05397	22.56831
2018-05-08 04:37:00	8630330696303482113	0.00000	14.13722	10.41850	11.07906	11.36199	10.04534	10.55416	9.16147	59.27255	85.28694	48.47094	41.23801	28.85733	92.70659	80.29979	74.07001	71.03404	61.87144	58.31908	23.45800	18.69230
2018-05-08 04:38:00	8630330696303481297	1.00000	7.38829	11.31776	9.03743	13.64117	15.05634	13.83704	9.90003	41.05710	68.13308	31.61750	46.58343	1.93461	41.72137	55.70003	79.48105	88.85024	37.34423	80.02231	31.44976	0.88302
2018-05-08 04:39:00	3590433799317661883	0.00000	12.14626	9.76555	12.89190	5.95053	16.92410	14.26855	5.45969	40.39183	82.82301	46.06567	46.43690	52.88669	15.44425	65.82770	10.44492	64.66370	18.18761	3.49843	47.94099	35.61137
2018-05-08 04:40:00	3590433799317662378	0.00000	13.80910	14.52413	11.45687	9.06954	10.77829	11.91330	11.00590	48.37869	48.30728	42.32133	4.30086	34.53095	95.43624	60.61158	47.71289	10.81708	72.58899	26.11777	22.57181	93.45390
2018-05-08 04:41:00	8630330696303482220	1.00000	15.05637	12.98029	7.99119	7.94489	8.78807	12.10221	7.78554	43.32058	54.75193	36.09786	43.05589	40.69446	71.15876	74.95337	53.86004	67.21052	58.96191	69.59345	65.70048	45.86492
2018-05-08 04:42:00	863033069630348172	0.00000	13.68088	11.90673	10.57209	10.29065	9.76727	10.35839	8.29424	79.25340	51.53568	31.51238	36.43434	87.01194	61.57932	37.35372	88.90131	18.12552	47.56833	90.10941	73.47375	22.52321
2018-05-08 04:43:00	359043379931766445	0.00000	13.96274	12.94038	2.85235	9.20492	8.88763	9.91145	6.84575	61.65052	88.48341	37.08855	39.72593	84.48590	67.04966	71.73783	50.26423	68.14789	87.39638	8.34820	41.57202	0.07426
2018-05-08 04:44:00	863033069630348891	1.00000	10.53148	14.48464	8.28639	10.99676	9.36358	10.52661	14.88136	43.54590	39.07695	64.98194	50.99047	11.22089	63.06207	38.20401	2.24213	45.62461	19.28339	79.48335	63.79542	86.13770
2018-05-08 04:45:00	3590433799317661180	1.00000	10.03082	13.99567	9.32645	13.37474	11.17775	11.90759	10.27651	60.03509	46.52926	64.79762	39.66922	78.65471	69.69204	80.83709	38.19949	94.83393	13.51670	18.58637	7.93947	73.00439
2018-05-08 04:46:00	8630330696303481818	1.00000	12.15910	9.56235	8.26926	12.58417	8.35861	7.08864	14.79975	68.85290	60.54604	39.18315	52.43286	50.69701	11.41881	72.96388	16.54030	57.85959	70.14190	42.52324	80.50484	71.45281
