"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Cloud-based security research testbed: A DDoS use case","T. Jirsı́k; M. Husák; P. C̆eleda; Z. Eichler","Institute of Computer Science, Masaryk University, Botanická 68a, 602 00 Brno, Czech Republic; Institute of Computer Science, Masaryk University, Botanická 68a, 602 00 Brno, Czech Republic; Institute of Computer Science, Masaryk University, Botanická 68a, 602 00 Brno, Czech Republic; Faculty of Informatics, Masaryk University, Botanická 68a, 602 00 Brno, Czech Republic","2014 IEEE Network Operations and Management Symposium (NOMS)","19 Jun 2014","2014","","","1","2","In this paper we present a cloud-based research testbed designed to aid network security managers. The testbed enables operators to emulate various network topologies, services, and to analyze attacks threatening these systems. A possibility to test results of network management measures is desired, since testing these measures in a production environment is always not possible. We demonstrate a testbed use case, which aids to scrutinize network behavior under attack. Our use case is based on a large DDoS attack which targeted network infrastructure and web servers in Czech Republic in March, 2013.","2374-9709","978-1-4799-0913-1","10.1109/NOMS.2014.6838272","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6838272","","Network topology;Visualization;Computer crime;Topology;Radar;Solids","cloud computing;computer network management;computer network security","cloud-based security research testbed;DDoS use case;network security management;network topologies;network services;network attacks;Czech Republic;network infrastructure;Web servers;distributed denial-of-service","","1","2","","19 Jun 2014","","","IEEE","IEEE Conferences"
"Design DDoS attack detector using NTOPNG","G. Jati; B. Hartadi; A. G. Putra; F. Nurul; M. R. Iqbal; S. Yazid","Faculty of Computer Science, Universitas Indonesia - Indonesia; Faculty of Computer Science, Universitas Indonesia - Indonesia; Faculty of Computer Science, Universitas Indonesia - Indonesia; Faculty of Computer Science, Universitas Indonesia - Indonesia; Faculty of Computer Science, Universitas Indonesia - Indonesia; Faculty of Computer Science, Universitas Indonesia - Indonesia","2016 International Workshop on Big Data and Information Security (IWBIS)","9 Mar 2017","2016","","","139","144","Distributed Denial of Service (DDoS) is one kind of attacks using multiple computers. An attacker would act as a fake service requester that drains resources in computer target. This makes the target cannot serve the real request service. Thus we need to develop DDoS detector system. The proposed system consists of traffic capture, packet analyzer, and packet displayer. The system utilizes Ntopng as main traffic analyzer. Detector system has to meet good standard in accuracy, sensitivity, and reliability. We evaluate the system using one of dangerous DDoS tool named Slowloris. The system can detect attacks and provide alerts to detector user. The system also can process all incoming packets with a small margin of error (0.76%).","","978-1-5090-3477-2","10.1109/IWBIS.2016.7872903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7872903","","Computer crime;Detectors;Monitoring;Servers;Computers;IP networks;Sensitivity","computer network security;telecommunication traffic","DDoS attack detector;NTOPNG;distributed denial of service;fake service requester;traffic capture;packet analyzer;packet displayer;traffic analyzer;Slowloris","","1","19","","9 Mar 2017","","","IEEE","IEEE Conferences"
"Vulnerability Analysis of IEC61850 Standards in Distributed Energy System","Y. Wang; Y. Zhou; X. Wang; J. Ruan; C. Yang","Department of Information Security, Shanghai University of Electric Power, China; Huadian Electric Power Research Institute Co., LTD., National Energy Distributed Energy Technology Research and Development (experimental) Center, Hang Zhou, China; Department of Information Security, Shanghai University of Electric Power, China; Huadian Electric Power Research Institute Co., LTD., National Energy Distributed Energy Technology Research and Development (experimental) Center, Hang Zhou, China; Department of Information Security, Shanghai University of Electric Power, China","2018 International Conference on Power System Technology (POWERCON)","6 Jan 2019","2018","","","3029","3034","This paper demonstrated such real attacks on distributed energy systems. We assume hackers have ability to connect the IEC61850 communication net. The attacks include four types man in the middle attack, flag attack, packet length attack and function attack. We found the IEC61850 vulnerability which cause the serious damage to distributed energy test bed and would bring potential risk to the substations and power system.","","978-1-5386-6461-2","10.1109/POWERCON.2018.8602258","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8602258","Distributed energy security test bed;IEC61850 vulnerability;Attack","","distributed power generation;IEC standards;power engineering computing;power grids;substation automation;telecommunication security","vulnerability analysis;IEC61850 standards;distributed energy system;power system;substations;distributed energy test bed;IEC61850 vulnerability;function attack;packet length attack;flag attack;middle attack;IEC61850 communication net","","","13","","6 Jan 2019","","","IEEE","IEEE Conferences"
"Classification of network traffic in LAN","B. Langthasa; B. Acharya; S. Sarmah","Dept. of Information Technology, Gauhati University Institute of Science & Technology, Gauhati University, Guwahati, Assam; Dept. of Information Technology, Gauhati University Institute of Science & Technology, Gauhati University, Guwahati, Assam; Dept. of Information Technology, Gauhati University Institute of Science & Technology, Gauhati University, Guwahati, Assam","2015 International Conference on Electronic Design, Computer Networks & Automated Verification (EDCAV)","16 Mar 2015","2015","","","92","99","Classification of Network Traffic is one of most important issue in network management and detection of Intrusion attacks play a vital role in it. To have a holistic picture of the network intrusion detection, selection of appropriate feature is very important; it reduces analysis effort and time too. Data mining can be very fruitful for feature selection and intrusion detection. In this paper, Tcpdump is used to capture network traffic and visualize different set of features using k-mean clustering. KDD'99 corrected intrusion detection dataset is evaluated to find out most important and relevant features and an algorithm based on the features is proposed to detect different types of dos, probing, u2r and r2l attacks with an accuracy of more than 80%.","","978-1-4799-6208-2","10.1109/EDCAV.2015.7060546","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7060546","Introduction;Intrusion Detection System (IDS);Data Mining;K-means Clustering;tcpdump;Wireshark;tshark;libpcap;LOIC;Weka;KddCup99 Dataset","Intrusion detection;Protocols;Data mining;Computers;Feature extraction;Clustering algorithms;IP networks","computer network management;computer network security;data mining;feature selection;local area networks;pattern clustering;telecommunication traffic;transport protocols","network traffic classification;network management;appropriate feature selection;analysis effort reduction;data mining;Tcpdump;k-mean clustering;KDD 99 corrected intrusion detection;r2l attack;u2r attack;DOS attack;probe attack;denial of service attack;LAN","","1","16","","16 Mar 2015","","","IEEE","IEEE Conferences"
"Characterization and comparison of Distributed Denial of Service attack tools","H. Kaur; S. Behal; K. Kumar","Department of CSE, SBS State Technical Campus, Ferozpur-152001, Punjab, India; Department of CSE, SBS State Technical Campus, Ferozpur-152001, Punjab, India; Department of CSE, SBS State Technical Campus, Ferozpur-152001, Punjab, India","2015 International Conference on Green Computing and Internet of Things (ICGCIoT)","14 Jan 2016","2015","","","1139","1145","Distributed Denial of Service (DDoS) attack is a prime threat for the extensively used Internet based services like e-commerce, banking, medicine, education etc. Hackers launch DDoS attacks by compromising the vulnerable systems (called bots) in order to degrade or sometimes completely disrupt these services. In recent years, DDoS attacks have been increased in strength, frequency and sophistication. Though many solutions have been proposed in literature to combat against such attacks but still defending from a DDoS attack is a challenging issue. Hackers are continuously upgrading their skills to launch diversified attacks and are developing new means to circumvent these countermeasures. The purpose of this paper is to characterize and compare the popular DDoS attack tools used by the attackers in recent times, their modus operandi and types of attacks, they launch. This would help the researcher community to handpick the appropriate DDoS attack tool for their experimentation purpose.","","978-1-4673-7910-6","10.1109/ICGCIoT.2015.7380634","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7380634","","Computer crime;Bandwidth;Linux;Encryption;Protocols;Taxonomy;Computer architecture","computer network security;Internet","distributed denial of service attack tools;DDoS attacks;Internet based services","","4","71","","14 Jan 2016","","","IEEE","IEEE Conferences"
"Integrating Internet-of-Things with the power of Cloud Computing and the intelligence of Big Data analytics — A three layered approach","M. T. Khorshed; N. A. Sharma; K. Kumar; M. Prasad; A. B. M. S. Ali; Y. Xiang","School of Information Technology, Deakin University, Australia; School of Science and Technology, The University of Fiji, Fiji; School of Science and Technology, The University of Fiji, Fiji; School of Science and Technology, The University of Fiji, Fiji; School of Science and Technology, The University of Fiji, Fiji; School of Information Technology, Deakin University, Australia","2015 2nd Asia-Pacific World Congress on Computer Science and Engineering (APWC on CSE)","23 May 2016","2015","","","1","8","This paper is written through the vision on integrating Internet-of-Things (IoT) with the power of Cloud Computing and the intelligence of Big Data analytics. But integration of all these three cutting edge technologies is complex to understand. In this research we first provide a security centric view of three layered approach for understanding the technology, gaps and security issues. Then with a series of lab experiments on different hardware, we have collected performance data from all these three layers, combined these data together and finally applied modern machine learning algorithms to distinguish 18 different activities and cyber-attacks. From our experiments we find classification algorithm RandomForest can identify 93.9% attacks and activities in this complex environment. From the existing literature, no one has ever attempted similar experiment for cyber-attack detection for IoT neither with performance data nor with a three layered approach.","","978-1-5090-0713-4","10.1109/APWCCSE.2015.7476124","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7476124","Internet of Things;IoT;Cloud Computing;Big Data;Hadoop;Machine Learning;Cyber-attack;Network Security","Decision support systems;Big data;Security;Cloud computing;Internet of things;Handheld computers;Hardware","Big Data;cloud computing;Internet of Things;learning (artificial intelligence);pattern classification;random processes;security of data","Internet-of-Things;cloud computing;big data analytics;IoT;security centric view;machine learning algorithm;cyber-attack detection;classification algorithm;random forest","","9","37","","23 May 2016","","","IEEE","IEEE Conferences"
"A streaming-based network monitoring and threat detection system","Z. Chen; H. Zhang; W. G. Hatcher; J. Nguyen; W. Yu","Department of Computer and Information Sciences, Towson University, Maryland, USA 21252; Department of Computer and Information Sciences, Towson University, Maryland, USA 21252; Department of Computer and Information Sciences, Towson University, Maryland, USA 21252; Department of Computer and Information Sciences, Towson University, Maryland, USA 21252; Department of Computer and Information Sciences, Towson University, Maryland, USA 21252","2016 IEEE 14th International Conference on Software Engineering Research, Management and Applications (SERA)","21 Jul 2016","2016","","","31","37","The unyielding trend of increasing cyber threats has made cyber security paramount in protecting personal and private intellectual property. In order to provide the most highly secured network environment, network traffic monitoring and threat detection systems must handle real-time data from varied and branching places in enterprise networks. Though numerous investigations have yielded real-time threat detection systems, in this paper we addressed the issue of handling the large volumes of network traffic data of enterprise systems, while simultaneously providing real-time monitoring and detection remain unsolved. Particularly, we introduced and evaluated a streaming-based threat detection system that can rapidly analyze highly intensive network traffic data in real-time, utilizing the streaming-based clustering algorithms to detect abnormal network activities. The developed system integrates the streaming and high-performance data analysis capabilities of Flume, Sharp, and Hadoop into a cloud-computing environment to provide network monitoring and intrusion detection. Our performance evaluation and experimental results demonstrate that the developed system can cope with a significant volume streaming data with high detection accuracy and good system performance.","","978-1-5090-0809-4","10.1109/SERA.2016.7516125","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516125","Threat Detection;Cloud Computing;Streaming;MapReduce;Spark","Monitoring;Sparks;Real-time systems;Servers;Cloud computing;Distributed databases;Data analysis","business data processing;data protection;information systems;pattern clustering;security of data","streaming-based network monitoring;cyber threat detection system;intellectual property protection;enterprise network;information system;network traffic data;streaming-based clustering algorithm;intrusion detection","","6","15","","21 Jul 2016","","","IEEE","IEEE Conferences"
"Detecting Saturation Attacks Based on Self-Similarity of OpenFlow Traffic","Z. Li; W. Xing; S. Khamaiseh; D. Xu","Department of Cybersecurity, Jiangsu University, Zhenjiang, China; Department of Computer Science, University of California at Davis, Davis, CA, USA; Department of Computer Science, Midwestern State University, Wichita Falls, TX, USA; Department of Computer Science and Electrical Engineering, University of Missouri–Kansas City, Kansas City, MO, USA","IEEE Transactions on Network and Service Management","11 Mar 2020","2020","17","1","607","621","As a new networking paradigm, Software-Defined Networking (SDN) separates data and control planes to facilitate programmable functions and improve the efficiency of packet delivery. Recent studies have shown that there exist various security threats in SDN. For example, a saturation attack may disturb the normal delivery of packets and even make the SDN system out of service by flooding the data plane, the control plane, or both. The existing research has focused on saturation attacks caused by SYN flooding. This paper presents an anomaly detection method, called SA-Detector, for dealing with a family of saturation attacks through IP spoofing, ICMP flooding, UDP flooding, and other types of TCP flooding, in addition to SYN flooding. SA-Detector builds upon the study of self-similarity characteristics of OpenFlow traffic between the control and data planes. Our work has shown that the normal and abnormal traffic flows through the OpenFlow communication channel have different statistical properties. Specifically, normal OpenFlow traffic has a low self-similarity degree whereas the occurrences of saturation attacks typically imply a higher degree of self-similarity. Therefore, SA-Detector exploits statistical results and self-similarity degrees of OpenFlow traffic, measured by Hurst exponents, for anomaly detection. We have evaluated our approach in both physical and simulation SDN environments with various time intervals, network topologies and applications, Internet protocols, and traffic generation tools. For the physical SDN environment, the average accuracy of detection is 97.68% and the average precision is 94.67%. For the simulation environment, the average accuracy is 96.54% and the average precision is 92.06%. In addition, we have compared SA-Detector with the existing saturation attack detection methods in terms of the aforementioned performance metrics and controller's CPU utilization. The experiment results indicate that SA-Detector is effective for the detection of saturation attacks in SDN.","1932-4537","","10.1109/TNSM.2019.2959268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8932535","Software-defined networking;security;saturation attack;anomaly detection;self-similar characteristic of OpenFlow traffic","Control systems;Anomaly detection;Protocols;Monitoring;Intrusion detection;Network topology","computer network security;software defined networking;telecommunication traffic;transport protocols","normal OpenFlow traffic;SA-Detector;SDN environments;control plane;data plane;SYN flooding;ICMP flooding;UDP flooding;TCP flooding;abnormal traffic;saturation attack detection methods;Hurst exponents;self-similarity degrees;traffic generation tools","","2","31","IEEE","13 Dec 2019","","","IEEE","IEEE Journals"
"DDoS tools: Classification, analysis and comparison","B. Nagpal; P. Sharma; N. Chauhan; A. Panesar","(CSE Deptt.), AIACT&R, Delhi, INDIA; AIACT&R, Delhi, INDIA; (CSE Deptt.), YMCAUST, Faridabad, INDIA; AIACT&R, Delhi, INDIA","2015 2nd International Conference on Computing for Sustainable Global Development (INDIACom)","4 May 2015","2015","","","342","346","Distributed Denial of Service (DDoS) attacks are the major concern for the security experts. DDoS attack presents a serious risk to the internet. In this type of attack a huge number of accommodated targets send a request at the victim's site simultaneously, to exhaust the resources (whether computing or communication resources) within very less time. In the last few years, it is recognised that DDoS attack tools and techniques are emerging as effective, refined, and complex to indicate the actual attackers. Due to the seriousness of the problem many detection and prevention methods have been recommended to deal with these types of attacks. This paper aims to provide a better understanding of the existing tools, methods and attack mechanism. In this paper, we commenced a detailed study of various DDoS tools. This paper can be useful for researchers and readers to provide the better understanding of DDoS tools in present times.","","978-9-3805-4416-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7100270","DDoS;DDoS attack methods;DDoS attack tools;DDoS defences","Computer crime;Internet;Floods;IP networks;Computer architecture;Bandwidth;Encryption","computer network security","distributed denial of service attacks;DDoS attack tools;classification","","2","14","","4 May 2015","","","IEEE","IEEE Conferences"
"Experimental analysis of DDoS attack and it's detection in Eucalyptus private cloud platform","A. H. Dar; B. Habib; F. Khurshid; M. T. Banday","Department of Electronics and Instrumentation Technology, University of Kashmir, Srinagar, India; Department of Electronics and Communication Engineering, National Institute of Technology, Srinagar, India; Department of Electronics and Communication Engineering, National Institute of Technology, Srinagar, India; Department of Electronics and Instrumentation Technology, University of Kashmir, Srinagar, India","2016 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","3 Nov 2016","2016","","","1718","1724","Cloud refers to Internet and cloud computing is the new trend of delivering computing resources via Internet. The Cloud is inflicted by many security concerns among which Distributed Denial of Service (DDoS) has an excessive impact. The DDoS affects the systems by infusing huge amount of traffic. The Cloud provides virtual machine images which run via instances. One such Cloud platform is Eucalyptus, which is an Open Source Cloud Platform and stands for Elastic Utility Computing Architecture for Linking Your Programs to Useful Systems. This paper gives a review of experimental evaluation of DDoS performed in Eucalyptus as a cloud. The experiments were performed using open source platform of Eucalyptus as private cloud model. Kali which is Linux based hacking and penetration testing tool acts as the master attacker and two cloned Ubuntu based virtual machines acts as botnets. All of these are set in VMware Workstation and thus form the attacking front. The DDoS attack tools used are hping3 and slowhttptest which floods the cloud with TCP/IP packets and HTTP packets respectively. Finally, to analyze the traffic pattern different cloud based traffic analysis tools have been used.","","978-1-5090-2029-4","10.1109/ICACCI.2016.7732295","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7732295","Cloud-Computing;DDoS;Eucalyptus;EDoS;Hping3;HTOP;IPTraf;Snort;Slowhttptest;Wireshark","Computer crime;Cloud computing;Virtual machining;Linux;Servers;IP networks","cloud computing;computer network security;hypermedia;invasive software;Linux;public domain software;telecommunication traffic;transport protocols;virtual machines","experimental analysis;EUCALYPTUS private cloud platform;Internet;cloud computing;computing resources;distributed denial of service;virtual machine images;Eucalyptus;elastic utility computing architecture for linking your programs to useful systems;open source cloud platform;private cloud model;Kali;Linux based hacking and penetration testing tool;cloned Ubuntu based virtual machines;botnets;VMware workstation;DDoS attack tools;hping3;slowhttptest;TCP/IP packets;cloud based traffic analysis tools","","6","18","","3 Nov 2016","","","IEEE","IEEE Conferences"
"Book of abstracts","",,"2012 IEEE/RSJ International Conference on Intelligent Robots and Systems","20 Dec 2012","2012","","","1","210","Provides an abstract for each of the presentations in the conference proceedings.","2153-0866","978-1-4673-1736-8","10.1109/IROS.2012.6385435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6385435","","","","","","","","","20 Dec 2012","","","IEEE","IEEE Conferences"
"Using Machine Learning for Protecting the Security and Privacy of Internet of Things (IoT) Systems","R. Buyya; S. N. Srirama","Monash University, Melbourne, Australia; NA","Fog and Edge Computing: Principles and Paradigms","","2019","","","223","257","This chapter focuses on the type of data that is transmitted and the security and privacy implications of this. As Internet of Things (IoT) usage grows, the amount of data uploaded to the cloud by IoT systems far exceeds that done by users. A distributed denial of service (DDoS) attack is one that uses multiple network resources as the source of the attack. Depending on the nature of the learning, machine‐learning algorithms can be categorized as: supervised learning, unsupervised learning, and reinforcement learning. The chapter summarizes the machine‐learning algorithms that could be used for various use cases for different domains. There are multiple issues with a cloud‐only architecture where data from IoT devices make it to the cloud to be processed and analyzed. Fog computing solves this by selectively moving compute, storage, and decision‐making closer to the network edge where data are being generated.","","9781119525011","10.1002/9781119525080.ch10","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8654158.pdf&bkn=8654031&pdfType=chapter","","Security;Privacy;Internet of Things;Sensors;Monitoring;Cloud computing","","","","","","","28 Feb 2019","","","Wiley","Wiley Telecom eBook Chapters"
"Infrastructure for Generating New IDS Dataset","J. Uramová; P. Scgeč; M. Moravčík; J. Papán; M. Kontšek; J. Hrabovský","Faculty of Management Science and Informatics, University of Zilina, Univerzitna 8215/1 010, Zilina, 26; Faculty of Management Science and Informatics, University of Zilina, Univerzitna 8215/1 010, Zilina, 26; Faculty of Management Science and Informatics, University of Zilina, Univerzitna 8215/1 010, Zilina, 26; Faculty of Management Science and Informatics, University of Zilina, Univerzitna 8215/1 010, Zilina, 26; Faculty of Management Science and Informatics, University of Zilina, Univerzitna 8215/1 010, Zilina, 26; Faculty of Management Science and Informatics, University of Zilina, Univerzitna 8215/1 010, Zilina, 26","2018 16th International Conference on Emerging eLearning Technologies and Applications (ICETA)","13 Dec 2018","2018","","","603","610","This article describes the proposal of a system that was designed for effective network monitoring, analysis of network infiltration, and archiving of network flows for their later research. The article contains the design of an appropriate infrastructure for such a system under the conditions of the Department of Information Networks. The objective was to develop a methodology for creating a custom dataset that would contain normal network traffic and traffic with various types of attacks. Dataset can be used to test network attack detection methods that the research team is working on at the Department of Information Networks. We started with detailed analysis of the available datasets, which is an important source of information for creating a custom dataset, and to identify the imperfections of these datasets, and requirements, that a trusted dataset should meet. The article describes the course of implementation, testing and optimization of one of the possible solutions of such a system. The final part of the article informs about designing the appropriate infrastructure, and using the system for dataset creation. Articel describes also tools which were used to perform DoS, DDoS attacks and botnet architecture. The article follows the work presented in [1].","","978-1-5386-7914-2","10.1109/ICETA.2018.8572201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8572201","IDS dataset;Intrusion Detection;Cybersecurity;DoS;DDoS;Cyberattacks;Botnet;PCAP;Moloch;Suricata;Evebox;Elasticsearch","Security;Telecommunication traffic;Tools;Servers;Botnet;Computer architecture;Communication networks","computer network security;invasive software;security of data","generating new IDS dataset;effective network monitoring;network infiltration;network flows;appropriate infrastructure;custom dataset;normal network traffic;network attack detection methods;research team;trusted dataset;dataset creation;Department of Information Networks","","","27","","13 Dec 2018","","","IEEE","IEEE Conferences"
"Cyber Security at a Glance","M. S. Asish; R. Aishwarya","Sathyabama Institute of Science and Technology,Department of Computer Science and Engineering,Chennai,India; Sathyabama Institute of Science and Technology,Department of Computer Science and Engineering,Chennai,India","2019 Fifth International Conference on Science Technology Engineering and Mathematics (ICONSTEM)","5 Dec 2019","2019","1","","240","245","The privacy of people on internet is getting reduced day by day. Data records of many prestigious organizations are getting corrupted due to computer malwares. Computer viruses are becoming more advanced. Hackers are able penetrate into a network and able to manipulate data. In this paper, describes the types of malwares like Trojans, boot sector virus, polymorphic virus, etc., and some of the hacking techniques which include DOS attack, DDoS attack, brute forcing, man in the middle attack, social engineering, information gathering tools, spoofing, sniffing. Counter measures for cyber attacks include VPN, proxy, tor (browser), firewall, antivirus etc., to understand the need of cyber security.","","978-1-7281-1599-3","10.1109/ICONSTEM.2019.8918889","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8918889","Computer malwares;Trojan;Worm;Brute forcing;DDoS and DOS attacks;Man in the middle attack;Sniffing;Spoofing;Social engineering;BeEF;Antivirus;VPN;Firewall;Tor browser;Proxy","Computer viruses;Computer crime;Denial-of-service attack;Computer hacking;Distributed denial-of-service attack;Trojan horses;Malware;Firewalls (computing)","computer crime;computer viruses;Internet","cyber attacks;cyber security;data records;computer malwares;computer viruses;Trojans;boot sector virus;polymorphic virus;hacking techniques;DDoS attack","","1","10","","5 Dec 2019","","","IEEE","IEEE Conferences"
"The Impact of DoS Attacks on the AR.Drone 2.0","G. Vasconcelos; G. Carrijo; R. Miani; J. Souza; V. Guizilini","Fac. of Comput., Fed. Univ. of Uberlandia, Uberlandia, Brazil; Fac. of Comput., Fed. Univ. of Uberlandia, Uberlandia, Brazil; Fac. of Comput., Fed. Univ. of Uberlandia, Uberlandia, Brazil; Fac. of Comput., Fed. Univ. of Uberlandia, Uberlandia, Brazil; Sch. of Inf. Technol., Univ. of Sydney, Sydney, NSW, Australia","2016 XIII Latin American Robotics Symposium and IV Brazilian Robotics Symposium (LARS/SBR)","15 Dec 2016","2016","","","127","132","A key challenge for the use of unmanned aerial vehicles (UAVs) is the security of their information during navigation to accomplish its task. Information security is a known issue, but it seems to be overlooked from a research perspective, that tends to focus on more classical and well-formulated problems. This paper addresses an experimental evaluation of three Denial of Service (DoS) attack tools to analyze the UAV's behavior. These tools are executed in real-time on the robot while it navigates an indoor environment (inside the University building). We present experiments to demonstrate the impact of such attacks on a particular UAV model (AR.Drone 2.0) and also show a description of existing vulnerabilities. Our results indicate that DoS attacks might cause network availability issues influencing critical UAVs applications, such as the video streaming functionality.","","978-1-5090-3656-1","10.1109/LARS-SBR.2016.28","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7783514","Unmanned Aerial Vehicles;DoS;A R. Drone 2.0","Computer crime;Drones;Ports (Computers);Reconnaissance;Robots","aerospace computing;aerospace control;autonomous aerial vehicles;computer network security;control engineering computing;mobile robots;telerobotics","DoS Attacks;AR.Drone 2.0;unmanned aerial vehicles;information security;well-formulated problems;Denial of Service attack tools;DoS attack tools;UAV behavior;indoor environment;University building;video streaming functionality","","6","25","","15 Dec 2016","","","IEEE","IEEE Conferences"
"Classification of DDoS attack tools and its handling techniques and strategy at application layer","Mahadev; V. Kumar; K. Kumar","Department of Computer Science Gurukul Kangri University Haridwar, India; Department of Computer Science Gurukul Kangri University Haridwar, India; Department of Computer Science Gurukul Kangri University Haridwar, India","2016 2nd International Conference on Advances in Computing, Communication, & Automation (ICACCA) (Fall)","21 Nov 2016","2016","","","1","6","Computer networks basically consist of seven layers in all at different levels. The seventh layer i.e. application layer is responsible to fulfill the user's requests. Distributed Denial of Service Attack (DDoS) is a condition in which upper three layers of any computer network generally stop their jobs to fulfill the request of clients. DDoS attacks at seventh layer have become highly complex to solve. Various companies hire attack developers or purchase attacking tools to pull down the business of their competitors. DDoS attack's developers are continuously adding new features in this weapon which makes application detector unable to identify. This paper deals with the classification of DDoS threats based on abnormal behavior at application layer and provides summarized information about various DDoS Tools. Moreover, it categorizes DDoS attack handling techniques based on monitoring, preventing, detecting, and mitigating concepts. Hence this paper aims to handle the DDoS attack issues at application layer and therefore providing information about loopholes of handling techniques, and hence better understanding for future advancements in this area.","","978-1-5090-3480-2","10.1109/ICACCAF.2016.7749002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7749002","Distributed Denial of Service Attack;Application Layer;Layer 7","Computer crime;Servers;Monitoring;IP networks;Computers;Shafts","computer network security","DDoS attack issues;application layer;abnormal behavior;DDoS threats;application detector;DDoS attack developers;attack developers;distributed denial of service attack;computer networks;handling techniques;DDoS attack tool classification","","1","32","","21 Nov 2016","","","IEEE","IEEE Conferences"
"Data-Driven Intrusion Detection for Intelligent Internet of Vehicles: A Deep Convolutional Neural Network-based Method","L. Nie; Z. Ning; X. Wang; X. Hu; Y. Li; J. Cheng","School of Electronics and Information, Northwestern Polytechnical University, 26487 Xi'an, Shaanxi China 710072 (e-mail: nielaisen@nwpu.edu.cn); School of software, Dalian university of Technology, Dalian, Liaoning China (e-mail: zhaolongning@dlut.edu.cn); the Department of Computing, The Hong Kong Polytechnic University, 26680 Kowloon, Hong Kong China (e-mail: xiaojie.wang@polyu.edu.hk); Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, Guangdong China (e-mail: xp.hu@siat.ac.cn); Northwestern Polytechnical University, 26487 Xi'an, Shaanxi China (e-mail: ykli@nwpu.edu.cn); Laboratory for Semiconductor Equipment, Shenzhen Institute of Advanced Technology, Shenzhen, Guang Dong China 518067 (e-mail: jun.cheng@siat.ac.cn)","IEEE Transactions on Network Science and Engineering","","2020","PP","99","1","1","As an industrial application of Internet of Things (IoT), Internet of Vehicles (IoV) is one of the most crucial techniques for Intelligent Transportation System (ITS), which is a basic element of smart cities. The primary issue for the deployment of ITS based on IoV is the security for both users and infrastructures. The Intrusion Detection System (IDS) is important for IoV users to keep them away from various attacks via the malware and ensure the security of users and infrastructures. In this paper, we design a data-driven IDS by analyzing the link load behaviors of the Road Side Unit (RSU) in the IoV against various attacks leading to the irregular fluctuations of traffic flows. A deep learning architecture based on the Convolutional Neural Network (CNN) is designed to extract the features of link loads, and detect the intrusion aiming at RSUs. The proposed architecture is composed of a traditional CNN and a fundamental error term in view of the convergence of the backpropagation algorithm. Meanwhile, a theoretical analysis of the convergence is provided by the probabilistic representation for the proposed CNN-based deep architecture. We finally evaluate the accuracy of our method by way of implementing it over the testbed.","2327-4697","","10.1109/TNSE.2020.2990984","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9079682","Internet of vehicles;intrusion detection;datadriven;convolutional neural network;smart cities","Intrusion detection;Deep learning;Computer architecture;Feature extraction;Training;Convolutional neural networks;Convergence","","","","","","","27 Apr 2020","","","IEEE","IEEE Early Access Articles"
